"Id","Position","First Name","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"9446","PG","Jeff","Teague","32","8","7400","MIN@ATL","ATL","MIN","","","",""
"9581","C","Marc","Gasol","24.9","7","7200","MEM@LAC","MEM","LAC","","","",""
"9475","PG","Derrick","Rose","23","7","6900","CHI@PHI","CHI","PHI","","","",""
"49116","SF","Andrew","Wiggins","22.9","5","6900","MIN@ATL","MIN","ATL","","","",""
"14521","PF","Kenneth","Faried","28.5","6","6800","POR@DEN","DEN","POR","","","",""
"14509","SG","Klay","Thompson","24.8","7","6800","DET@GS","GS","DET","","","",""
"9710","C","Tim","Duncan","26.7","6","6800","SA@SAC","SA","SAC","","","",""
"14518","SF","Tobias","Harris","28.2","7","6700","ORL@IND","ORL","IND","","","",""
"9579","PF","Zach","Randolph","23.7","7","6700","MEM@LAC","MEM","LAC","","","",""
"9637","SF","Danilo","Gallinari","29.2","6","6700","POR@DEN","DEN","POR","","","",""
"58462","C","Karl-Anthony","Towns","33.3","5","6700","MIN@ATL","MIN","ATL","","","",""
"19067","SG","C.J.","McCollum","32.8","6","6600","POR@DEN","POR","DEN","","","",""
"19138","PG","Elfrid","Payton","22.3","7","6500","ORL@IND","ORL","IND","","","",""
"9703","PG","George","Hill","26.1","6","6500","ORL@IND","IND","ORL","","","",""
"9455","PG","Rajon","Rondo","31.7","7","6400","SA@SAC","SAC","SA","","","",""
"9575","PG","Mike","Conley","26.1","7","6400","MEM@LAC","MEM","LAC","","","",""
"9526","SG","Monta","Ellis","22.2","6","6300","ORL@IND","IND","ORL","","","",""
"9636","SF","Wilson","Chandler","24.6","78","6200","POR@DEN","DEN","POR","O","Hip","",""
"58083","C","Jahlil","Okafor","28.3","6","5900","CHI@PHI","PHI","CHI","","","",""
"14512","SF","Marcus","Morris","29.7","5","5800","DET@GS","DET","GS","","","",""
"12342","SF","Al-Farouq","Aminu","27.6","6","5800","POR@DEN","POR","DEN","","","",""
"20491","SF","Robert","Covington","10.4","1","5800","CHI@PHI","PHI","CHI","O","Knee","",""
"63124","PG","Emmanuel","Mudiay","23.8","6","5600","POR@DEN","DEN","POR","","","",""
"14522","SF","Nikola","Mirotic","20.2","7","5600","CHI@PHI","CHI","PHI","","","",""
"15590","C","Mason","Plumlee","25","6","5500","POR@DEN","POR","DEN","","","",""
"9624","PG","Darren","Collison","24.7","6","5500","SA@SAC","SAC","SA","O","Hamstring","",""
"9870","SG","Kyle","Korver","21.7","6","5400","MIN@ATL","ATL","MIN","","","",""
"23096","SG","Evan","Fournier","27.8","7","5400","ORL@IND","ORL","IND","","","",""
"9601","C","Andrew","Bogut","29.5","1","5400","DET@GS","GS","DET","GTD","Concussion","",""
"40783","SG","Zach","LaVine","14.3","5","5300","MIN@ATL","MIN","ATL","","","",""
"15946","SF","Harrison","Barnes","24.8","7","5300","DET@GS","GS","DET","","","",""
"9951","SG","Gerald","Henderson","20.5","80","5100","POR@DEN","POR","DEN","O","Hip","",""
"19456","PG","Isaiah","Canaan","20","6","5000","CHI@PHI","PHI","CHI","","","",""
"15636","SG","Kentavious","Caldwell-Pope","23","5","5000","DET@GS","DET","GS","","","",""
"17333","SG","Will","Barton","25","6","5000","POR@DEN","DEN","POR","","","",""
"19781","SG","Kent","Bazemore","24.9","8","5000","MIN@ATL","ATL","MIN","","","",""
"9694","SG","Kevin","Martin","21","4","5000","MIN@ATL","MIN","ATL","","","",""
"9655","SG","J.J.","Redick","19.9","6","4900","MEM@LAC","LAC","MEM","","","",""
"9702","PG","Tony","Parker","17.5","6","4900","SA@SAC","SA","SAC","","","",""
"23823","C","Willie","Cauley-Stein","18.6","7","4800","SA@SAC","SAC","SA","","","",""
"12365","PF","Ed","Davis","18.7","6","4800","POR@DEN","POR","DEN","","","",""
"12459","C","Nikola","Pekovic","23.5","31","4800","MIN@ATL","MIN","ATL","O","Achilles","",""
"9752","C","Jordan","Hill","20.5","5","4700","ORL@IND","IND","ORL","","","",""
"9514","SG","Rodney","Stuckey","17.8","6","4700","ORL@IND","IND","ORL","O","Ankle","",""
"9598","PF","Ersan","Ilyasova","15.9","5","4700","DET@GS","DET","GS","","","",""
"9664","SF","Andre","Iguodala","23","7","4700","DET@GS","GS","DET","","","",""
"9725","SF","C.J.","Miles","19.1","4","4700","ORL@IND","IND","ORL","O","Ankle","",""
"9704","SG","Manu","Ginobili","22.4","6","4700","SA@SAC","SA","SAC","","","",""
"18393","PG","T.J.","McConnell","24.2","6","4600","CHI@PHI","PHI","CHI","","","",""
"40201","PG","Dennis","Schroder","20.6","8","4600","MIN@ATL","ATL","MIN","","","",""
"9953","C","Ian","Mahinmi","18.2","5","4500","ORL@IND","IND","ORL","","","",""
"9448","SG","Jamal","Crawford","15.1","6","4500","MEM@LAC","LAC","MEM","","","",""
"9458","SG","Tony","Allen","16.6","7","4500","MEM@LAC","MEM","LAC","","","",""
"9652","PG","Jameer","Nelson","17.6","6","4500","POR@DEN","DEN","POR","","","",""
"15771","C","Gorgui","Dieng","15.1","5","4400","MIN@ATL","MIN","ATL","","","",""
"16331","C","Festus","Ezeli","23.3","7","4400","DET@GS","GS","DET","","","",""
"15669","C","Meyers","Leonard","15.1","6","4400","POR@DEN","POR","DEN","","","",""
"9483","C","Joakim","Noah","17.1","7","4400","CHI@PHI","CHI","PHI","","","",""
"9731","C","Kosta","Koufos","22.3","7","4300","SA@SAC","SAC","SA","","","",""
"9758","SG","Danny","Green","17.6","6","4300","SA@SAC","SA","SAC","","","",""
"23801","SG","Nik","Stauskas","22.8","5","4300","CHI@PHI","PHI","CHI","","","",""
"9698","PF","Jason","Thompson","7.3","4","4300","DET@GS","GS","DET","","","",""
"9449","PF","Josh","Smith","13","6","4200","MEM@LAC","LAC","MEM","","","",""
"9481","PF","Taj","Gibson","14.2","7","4200","CHI@PHI","CHI","PHI","","","",""
"9547","SF","Mike","Dunleavy","17.8","63","4200","CHI@PHI","CHI","PHI","O","Back","",""
"9629","PF","David","West","9.9","6","4200","SA@SAC","SA","SAC","","","",""
"16301","C","Dewayne","Dedmon","19.2","6","4100","ORL@IND","ORL","IND","","","",""
"23831","PF","Jerami","Grant","19.8","6","4100","CHI@PHI","PHI","CHI","","","",""
"41594","PF","Aaron","Gordon","18.8","7","4100","ORL@IND","ORL","IND","","","",""
"9648","SF","Jeff","Green","14","7","4100","MEM@LAC","MEM","LAC","","","",""
"58350","SF","Stanley","Johnson","13","5","4000","DET@GS","DET","GS","","","",""
"9960","SF","Omri","Casspi","19","7","4000","SA@SAC","SAC","SA","","","",""
"9459","SF","Paul","Pierce","14.9","6","4000","MEM@LAC","LAC","MEM","","","",""
"9534","PG","Aaron","Brooks","14.6","7","4000","CHI@PHI","CHI","PHI","","","",""
"12368","SF","Nemanja","Bjelica","22.1","5","4000","MIN@ATL","MIN","ATL","","","",""
"9615","SG","Courtney","Lee","17.8","7","4000","MEM@LAC","MEM","LAC","","","",""
"55057","C","Jusuf","Nurkic","18","62","4000","POR@DEN","DEN","POR","O","Knee","",""
"12421","C","Tiago","Splitter","14.8","7","4000","MIN@ATL","ATL","MIN","O","Rest","",""
"40209","PF","Joffrey","Lauvergne","21.9","3","4000","POR@DEN","DEN","POR","GTD","Back","",""
"15846","SG","Tim","Hardaway Jr.","16.7","70","3900","MIN@ATL","ATL","MIN","","","",""
"24544","SG","Gary","Harris","16.4","6","3900","POR@DEN","DEN","POR","","","",""
"16178","SF","Maurice","Harkless","17.8","6","3900","POR@DEN","POR","DEN","","","",""
"9471","PF","Boris","Diaw","15","6","3900","SA@SAC","SA","SAC","","","",""
"9491","PF","J.J.","Hickson","14.7","4","3900","POR@DEN","DEN","POR","","","",""
"9563","C","Chris","Kaman","0","1","3900","POR@DEN","POR","DEN","","","",""
"12348","SF","Wesley","Johnson","8.7","6","3900","MEM@LAC","LAC","MEM","","","",""
"9647","SF","Thabo","Sefolosha","17.2","5","3900","MIN@ATL","ATL","MIN","","","",""
"15954","PG","Kendall","Marshall","10.3","28","3900","CHI@PHI","PHI","CHI","O","Knee","",""
"23717","SF","Shabazz","Muhammad","11.6","5","3900","MIN@ATL","MIN","ATL","","","",""
"9715","SG","Marco","Belinelli","18.1","7","3900","SA@SAC","SAC","SA","","","",""
"15631","SF","Hollis","Thompson","17.1","6","3800","CHI@PHI","PHI","CHI","","","",""
"9920","PF","Anthony","Tolliver","10.1","4","3800","DET@GS","DET","GS","","","",""
"15925","PG","Phil (Flip)","Pressey","6.2","3","3800","CHI@PHI","PHI","CHI","","","",""
"9935","C","Brandan","Wright","14.1","7","3700","MEM@LAC","MEM","LAC","GTD","Knee","",""
"9939","PG","Patrick","Mills","14.7","6","3700","SA@SAC","SA","SAC","","","",""
"9461","PF","Kevin","Garnett","11.3","5","3700","MIN@ATL","MIN","ATL","","","",""
"9525","PG","C.J.","Watson","14","7","3700","ORL@IND","ORL","IND","","","",""
"42156","PF","Bobby","Portis","11.4","1","3700","CHI@PHI","CHI","PHI","","","",""
"18256","SF","Doug","McDermott","13.4","7","3700","CHI@PHI","CHI","PHI","","","",""
"58253","PF","Myles","Turner","14","5","3600","ORL@IND","IND","ORL","","","",""
"17517","SG","Tony","Snell","13.5","7","3600","CHI@PHI","CHI","PHI","","","",""
"15727","SG","Ben","McLemore","9.1","7","3600","SA@SAC","SAC","SA","","","",""
"9968","SG","Jodie","Meeks","1.7","2","3600","DET@GS","DET","GS","O","Foot","",""
"9942","SF","Chase","Budinger","6.7","6","3600","ORL@IND","IND","ORL","","","",""
"12354","C","Cole","Aldrich","0.5","2","3600","MEM@LAC","LAC","MEM","","","",""
"14549","PF","Lavoy","Allen","10.9","6","3600","ORL@IND","IND","ORL","","","",""
"12369","SG","Lance","Stephenson","14","6","3600","MEM@LAC","LAC","MEM","","","",""
"9657","SF","Matt","Barnes","15.2","7","3600","MEM@LAC","MEM","LAC","","","",""
"9693","PG","Beno","Udrih","12.7","7","3600","MEM@LAC","MEM","LAC","","","",""
"9671","PF","Marreese","Speights","13","7","3600","DET@GS","GS","DET","","","",""
"9678","PF","Channing","Frye","6.3","2","3600","ORL@IND","ORL","IND","","","",""
"9674","SG","Leandro","Barbosa","11.1","7","3600","DET@GS","GS","DET","","","",""
"15782","PG","Russ","Smith","3.9","4","3500","MEM@LAC","MEM","LAC","","","",""
"20907","C","Shayne","Whittington","-2","1","3500","ORL@IND","IND","ORL","","","",""
"63123","SF","Mario","Hezonja","6.2","7","3500","ORL@IND","ORL","IND","","","",""
"9783","C","Joel","Anthony","6.5","49","3500","DET@GS","DET","GS","","","",""
"9736","SF","Caron","Butler","4.8","5","3500","SA@SAC","SAC","SA","","","",""
"9734","SF","Mike","Miller","3.5","6","3500","POR@DEN","DEN","POR","","","",""
"9733","SG","Randy","Foye","7.6","6","3500","POR@DEN","DEN","POR","","","",""
"37931","C","Aron","Baynes","8.2","5","3500","DET@GS","DET","GS","","","",""
"16604","SG","Justin","Holiday","10.6","5","3500","MIN@ATL","ATL","MIN","","","",""
"15858","PF","Branden","Dawson","0","0","3500","MEM@LAC","LAC","MEM","","","",""
"16348","SG","Darrun","Hilliard","0","0","3500","DET@GS","DET","GS","","","",""
"15864","PF","Adreian","Payne","6.6","3","3500","MIN@ATL","MIN","ATL","","","",""
"55376","SF","Damjan","Rudez","1.1","2","3500","MIN@ATL","MIN","ATL","","","",""
"9796","SF","Luc Richard","Mbah a Moute","0.4","4","3500","MEM@LAC","LAC","MEM","","","",""
"16368","SF","Mike","Scott","8.2","8","3500","MIN@ATL","ATL","MIN","","","",""
"16378","SG","Erick","Green","0.9","3","3500","POR@DEN","DEN","POR","","","",""
"23447","PF","Richaun","Holmes","8.9","6","3500","CHI@PHI","PHI","CHI","","","",""
"16411","SG","C.J.","Wilcox","2.8","21","3500","MEM@LAC","LAC","MEM","","","",""
"16183","SF","Jakarr","Sampson","7.2","6","3500","CHI@PHI","PHI","CHI","","","",""
"17520","PF","Cameron","Bairstow","3.2","1","3500","CHI@PHI","CHI","PHI","","","",""
"16443","PF","Duje","Dukan","0","0","3500","SA@SAC","SAC","SA","","","",""
"16925","PF","Jarnell","Stokes","1.2","2","3500","MEM@LAC","MEM","LAC","","","",""
"16202","PF","Rakeem","Christmas","0","0","3500","ORL@IND","IND","ORL","","","",""
"58150","PF","Cliff","Alexander","0","0","3500","POR@DEN","POR","DEN","GTD","Knee","",""
"15699","SG","Roy Devyn","Marble","7","16","3500","ORL@IND","ORL","IND","","","",""
"58081","PG","Tyus","Jones","0","0","3500","MIN@ATL","MIN","ATL","","","",""
"15542","PG","Spencer","Dinwiddie","1.2","1","3500","DET@GS","DET","GS","","","",""
"9478","SG","Kirk","Hinrich","1.5","1","3500","CHI@PHI","CHI","PHI","GTD","Toe","",""
"14554","PG","E'Twaun","Moore","8.5","7","3500","CHI@PHI","CHI","PHI","","","",""
"23098","SF","Kostas","Papanikolaou","0.6","2","3500","POR@DEN","DEN","POR","","","",""
"16063","PF","Eric","Moreland","2.5","3","3500","SA@SAC","SAC","SA","","","",""
"12364","SG","James","Anderson","7.3","6","3500","SA@SAC","SAC","SA","","","",""
"9518","SF","Tayshaun","Prince","8.3","5","3500","MIN@ATL","MIN","ATL","","","",""
"17894","PF","Mike","Muscala","3.9","3","3500","MIN@ATL","ATL","MIN","","","",""
"63826","C","Boban","Marjanovic","5.2","3","3500","SA@SAC","SA","SAC","","","",""
"14533","PG","Shelvin","Mack","0.4","1","3500","MIN@ATL","ATL","MIN","","","",""
"15501","SG","Allen","Crabbe","10.3","6","3500","POR@DEN","POR","DEN","","","",""
"18352","PG","Ray","McCallum","2.1","3","3500","SA@SAC","SA","SAC","","","",""
"9559","SF","Rasual","Butler","6.2","5","3500","SA@SAC","SA","SAC","","","",""
"16089","SG","Lamar","Patterson","5.7","7","3500","MIN@ATL","ATL","MIN","","","",""
"9549","SG","Brandon","Rush","5.6","5","3500","DET@GS","GS","DET","","","",""
"16071","PG","Tim","Frazier","1.6","3","3500","POR@DEN","POR","DEN","","","",""
"15592","PG","Austin","Rivers","10.6","6","3500","MEM@LAC","LAC","MEM","","","",""
"15583","SG","Seth","Curry","6.8","4","3500","SA@SAC","SAC","SA","GTD","Ankle","",""
"63478","C","Cristiano","Felicio","0","0","3500","CHI@PHI","CHI","PHI","","","",""
"63477","SF","Luis","Montero","1.6","2","3500","POR@DEN","POR","DEN","","","",""
"9580","PF","Darrell","Arthur","13.3","6","3500","POR@DEN","DEN","POR","","","",""
"15560","PG","Shabazz","Napier","5.7","6","3500","ORL@IND","ORL","IND","","","",""
"15417","SG","Solomon","Hill","0","1","3500","ORL@IND","IND","ORL","","","",""
"18828","SG","Joseph","Young","-0.5","2","3500","ORL@IND","IND","ORL","","","",""
"17747","SG","Ian","Clark","7.5","4","3500","DET@GS","GS","DET","","","",""
"42661","PF","Noah","Vonleh","5.7","6","3500","POR@DEN","POR","DEN","","","",""
"18821","SG","Jonathon","Simmons","0","0","3500","SA@SAC","SA","SAC","","","",""
"23800","SF","Glenn","Robinson III","12.2","2","3500","ORL@IND","IND","ORL","","","",""
"15405","PF","JaMychal","Green","13.1","7","3500","MEM@LAC","MEM","LAC","","","",""
"9654","SF","Vince","Carter","5.2","1","3500","MEM@LAC","MEM","LAC","","","",""
"40819","PF","Jarell","Martin","0","0","3500","MEM@LAC","MEM","LAC","O","Foot","",""
"9643","PG","Shaun","Livingston","10.4","7","3500","DET@GS","GS","DET","","","",""
"55062","C","Nikola","Jokic","11.2","5","3500","POR@DEN","DEN","POR","","","",""
"55063","C","Walter","Tavares","1.1","2","3500","MIN@ATL","ATL","MIN","","","",""
"9682","PG","Andre","Miller","3.5","1","3500","MIN@ATL","MIN","ATL","","","",""
"9683","PG","Steve","Blake","9.4","5","3500","DET@GS","DET","GS","","","",""
"15955","PF","James Michael","McAdoo","5.8","6","3500","DET@GS","GS","DET","","","",""
"9669","PF","Jason","Smith","10.3","6","3500","ORL@IND","ORL","IND","","","",""
"15469","PF","Quincy","Acy","6.7","2","3500","SA@SAC","SAC","SA","","","",""
"15947","SF","Reggie","Bullock","0.8","3","3500","DET@GS","DET","GS","","","",""
"23716","SF","Kyle","Anderson","5.5","6","3500","SA@SAC","SA","SAC","","","",""
"42202","PF","Christian","Wood","2.4","5","3500","CHI@PHI","PHI","CHI","","","",""
"23715","SG","Jordan","Adams","9","2","3500","MEM@LAC","MEM","LAC","GTD","Knee","",""
"23234","PG","Pablo","Prigioni","3.4","2","3500","MEM@LAC","LAC","MEM","","","",""
"15993","SG","Pat","Connaughton","2","2","3500","POR@DEN","POR","DEN","","","",""
"17218","PF","Andrew","Nicholson","0.2","1","3500","ORL@IND","ORL","IND","","","",""
"9709","C","Matt","Bonner","7","72","3500","SA@SAC","SA","SAC","","","",""
