"Id","Position","First Name","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"16188","SF","Anthony","Brown","5","1","3500","DAL@LAL","LAL","DAL","","","",""
"18600","PG","Tyler","Johnson","0","1","3500","HOU@MIA","MIA","HOU","","","",""
"17520","PF","Cameron","Bairstow","1.3","18","3500","ORL@CHI","CHI","ORL","","","",""
"9962","PF","Jonas","Jerebko","9.3","2","3500","SA@BOS","BOS","SA","","","",""
"9966","SF","James","Johnson","1.4","2","3500","MIL@TOR","TOR","MIL","","","",""
"16233","SG","Josh","Richardson","0","0","3500","HOU@MIA","MIA","HOU","","","",""
"20805","SG","Troy","Daniels","5.2","47","3500","ATL@CHA","CHA","ATL","","","",""
"15699","SG","Roy Devyn","Marble","7","16","3500","ORL@CHI","ORL","CHI","","","",""
"9496","PG","Jason","Terry","6.2","1","3500","HOU@MIA","HOU","MIA","","","",""
"12391","PF","Jeremy","Evans","12","2","3500","DAL@LAL","DAL","LAL","","","",""
"18702","C","Robert","Sacre","3.4","1","3500","DAL@LAL","LAL","DAL","","","",""
"15548","SG","Andre","Roberson","5.3","2","3500","DEN@OKC","OKC","DEN","","","",""
"15532","SF","K.J.","McDaniels","2.6","2","3500","HOU@MIA","HOU","MIA","","","",""
"48567","PG","Cameron","Payne","0","0","3500","DEN@OKC","OKC","DEN","","","",""
"9478","SG","Kirk","Hinrich","1.5","1","3500","ORL@CHI","CHI","ORL","","","",""
"14554","PG","E'Twaun","Moore","9.5","3","3500","ORL@CHI","CHI","ORL","","","",""
"41063","PF","Jordan","Mickey","5.9","1","3500","SA@BOS","BOS","SA","","","",""
"9513","C","Chris","Andersen","14.6","60","3500","HOU@MIA","MIA","HOU","","","",""
"63826","C","Boban","Marjanovic","11.5","1","3500","SA@BOS","SA","BOS","","","",""
"14532","SF","Kyle","Singler","5.2","1","3500","DEN@OKC","OKC","DEN","","","",""
"14533","PG","Shelvin","Mack","11.7","55","3500","ATL@CHA","ATL","CHA","","","",""
"18352","PG","Ray","McCallum","5","1","3500","SA@BOS","SA","BOS","","","",""
"9559","SF","Rasual","Butler","4.2","1","3500","SA@BOS","SA","BOS","","","",""
"16089","SG","Lamar","Patterson","10.8","3","3500","ATL@CHA","ATL","CHA","","","",""
"9551","PF","Tyler","Hansbrough","9.3","74","3500","ATL@CHA","CHA","ATL","","","",""
"15591","C","Miles","Plumlee","2.8","2","3500","MIL@TOR","MIL","TOR","","","",""
"63478","C","Cristiano","Felicio","0","0","3500","ORL@CHI","CHI","ORL","","","",""
"9589","PF","Udonis","Haslem","13.3","1","3500","HOU@MIA","MIA","HOU","","","",""
"9580","PF","Darrell","Arthur","14.9","2","3500","DEN@OKC","DEN","OKC","","","",""
"9568","SF","Metta","World Peace","9.7","29","3500","DAL@LAL","LAL","DAL","","","",""
"15560","PG","Shabazz","Napier","0","1","3500","ORL@CHI","ORL","CHI","","","",""
"20992","PF","Larry","Nance Jr.","0","0","3500","DAL@LAL","LAL","DAL","","","",""
"42671","SF","James","Young","6.1","31","3500","SA@BOS","BOS","SA","","","",""
"23799","PF","Mitch","McGary","14.2","32","3500","DEN@OKC","OKC","DEN","","","",""
"42664","PG","Aaron","Harrison","0","0","3500","ATL@CHA","CHA","ATL","","","",""
"18821","SG","Jonathon","Simmons","0","0","3500","SA@BOS","SA","BOS","","","",""
"42677","PG","Terry","Rozier","1.2","1","3500","SA@BOS","BOS","SA","","","",""
"9649","PF","Nick","Collison","2.1","1","3500","DEN@OKC","OKC","DEN","","","",""
"23744","SF","Justin","Anderson","9.5","2","3500","DAL@LAL","DAL","LAL","","","",""
"23757","PG","Brian","Roberts","7.7","1","3500","ATL@CHA","CHA","ATL","","","",""
"40830","PG","Delon","Wright","0","0","3500","MIL@TOR","TOR","MIL","","","",""
"55058","SF","Bruno","Caboclo","1.3","8","3500","MIL@TOR","TOR","MIL","","","",""
"55063","C","Walter","Tavares","2.2","1","3500","ATL@CHA","ATL","CHA","","","",""
"55061","SF","Damien","Inglis","5.8","2","3500","MIL@TOR","MIL","TOR","","","",""
"23716","SF","Kyle","Anderson","6.8","2","3500","SA@BOS","SA","BOS","","","",""
"15951","SF","P.J.","Hairston","6.1","2","3500","ATL@CHA","CHA","ATL","","","",""
"42689","PG","Tyler","Ennis","8.4","33","3500","MIL@TOR","MIL","TOR","O","Shoulder","",""
"40200","C","Lucas","Nogueira","3.8","6","3500","MIL@TOR","TOR","MIL","GTD","Hamstring","",""
"23282","SF","Sam","Dekker","1.6","2","3500","HOU@MIA","HOU","MIA","","","",""
"66521","PG","Marcelo","Huertas","9.4","2","3500","DAL@LAL","LAL","DAL","","","",""
"17218","PF","Andrew","Nicholson","8.4","40","3500","ORL@CHI","ORL","CHI","","","",""
"9709","C","Matt","Bonner","7","72","3500","SA@BOS","SA","BOS","","","",""
