"Id","Position","First Name","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"9446","PG","Jeff","Teague","31.9","7","7400","WAS@ATL","ATL","WAS","GTD","Finger","",""
"15595","SG","Brad","Beal","33.8","5","7400","WAS@ATL","WAS","ATL","","","",""
"9581","C","Marc","Gasol","23.7","6","7200","MEM@UTA","MEM","UTA","","","",""
"9475","PG","Derrick","Rose","23.6","6","7100","MIN@CHI","CHI","MIN","","","",""
"14507","PG","Kemba","Walker","29.9","5","7100","CHA@SA","CHA","SA","","","",""
"16201","PG","Michael","Carter-Williams","30","4","7000","BKN@MIL","MIL","BKN","O","Ankle","",""
"40199","SG","Giannis","Antetokounmpo","35","5","7000","BKN@MIL","MIL","BKN","","","",""
"9710","C","Tim","Duncan","27.9","5","7000","CHA@SA","SA","CHA","","","",""
"9964","PG","Ty","Lawson","25.5","6","6800","HOU@LAC","HOU","LAC","","","",""
"14509","SG","Klay","Thompson","24.8","6","6800","GS@SAC","GS","SAC","","","",""
"9579","PF","Zach","Randolph","23.7","6","6800","MEM@UTA","MEM","UTA","","","",""
"19138","PG","Elfrid","Payton","20","6","6700","ORL@PHI","ORL","PHI","","","",""
"14518","SF","Tobias","Harris","29.2","6","6700","ORL@PHI","ORL","PHI","","","",""
"49116","SF","Andrew","Wiggins","19","4","6700","MIN@CHI","MIN","CHI","","","",""
"9722","PG","Deron","Williams","25.7","4","6700","NO@DAL","DAL","NO","","","",""
"9809","SF","Nicolas","Batum","28.9","5","6600","CHA@SA","CHA","SA","","","",""
"12366","SF","Gordon","Hayward","22.1","5","6600","MEM@UTA","UTA","MEM","","","",""
"9500","PF","Dirk","Nowitzki","30.1","5","6500","NO@DAL","DAL","NO","","","",""
"14519","PF","Donatas","Motiejunas","22.7","71","6400","HOU@LAC","HOU","LAC","O","Back","",""
"58462","C","Karl-Anthony","Towns","30.3","4","6400","MIN@CHI","MIN","CHI","","","",""
"9575","PG","Mike","Conley","25.4","6","6300","MEM@UTA","MEM","UTA","","","",""
"9447","SG","Joe","Johnson","21.8","6","6100","BKN@MIL","BKN","MIL","","","",""
"9455","PG","Rajon","Rondo","27.7","6","6100","GS@SAC","SAC","GS","","","",""
"9713","PG","Jarrett","Jack","28.4","5","6100","BKN@MIL","BKN","MIL","","","",""
"14537","SF","Chandler","Parsons","9.4","3","6000","NO@DAL","DAL","NO","","","",""
"9661","C","Marcin","Gortat","22.7","5","6000","WAS@ATL","WAS","ATL","","","",""
"42550","PF","Jabari","Parker","8","2","5900","BKN@MIL","MIL","BKN","","","",""
"14522","SF","Nikola","Mirotic","22.1","6","5900","MIN@CHI","CHI","MIN","","","",""
"9663","PG","Jrue","Holiday","20.7","4","5900","NO@DAL","NO","DAL","","","",""
"58083","C","Jahlil","Okafor","27.4","5","5800","ORL@PHI","PHI","ORL","","","",""
"9538","SF","Trevor","Ariza","24","6","5800","HOU@LAC","HOU","LAC","","","",""
"20491","SF","Robert","Covington","10.4","1","5800","ORL@PHI","PHI","ORL","O","Knee","",""
"9772","PF","Ryan","Anderson","26","5","5700","NO@DAL","NO","DAL","","","",""
"16261","SF","Khris","Middleton","22.3","6","5700","BKN@MIL","MIL","BKN","","","",""
"15757","PF","Terrence","Jones","18.3","2","5700","HOU@LAC","HOU","LAC","O","Eye","",""
"9666","PF","Thaddeus","Young","24.4","6","5600","BKN@MIL","BKN","MIL","","","",""
"15628","SF","Otto","Porter","23.2","5","5500","WAS@ATL","WAS","ATL","","","",""
"23096","SG","Evan","Fournier","29","6","5500","ORL@PHI","ORL","PHI","","","",""
"14510","SG","Alec","Burks","23.7","5","5500","MEM@UTA","UTA","MEM","","","",""
"9624","PG","Darren","Collison","24.7","6","5500","GS@SAC","SAC","GS","","","",""
"9799","SG","Wesley","Matthews","14.3","4","5400","NO@DAL","DAL","NO","","","",""
"40783","SG","Zach","LaVine","14","4","5400","MIN@CHI","MIN","CHI","","","",""
"9601","C","Andrew","Bogut","29.5","1","5400","GS@SAC","GS","SAC","O","Concussion","",""
"9454","C","Zaza","Pachulia","23.8","5","5300","NO@DAL","DAL","NO","","","",""
"9556","SG","Eric","Gordon","25.1","5","5300","NO@DAL","NO","DAL","","","",""
"15843","PG","Trey","Burke","16.9","5","5200","MEM@UTA","UTA","MEM","","","",""
"9870","SG","Kyle","Korver","22.3","5","5200","WAS@ATL","ATL","WAS","GTD","Ankle","",""
"9451","PF","Marvin","Williams","28","5","5100","CHA@SA","CHA","SA","","","",""
"9694","SG","Kevin","Martin","21","4","5000","MIN@CHI","MIN","CHI","","","",""
"15946","SF","Harrison","Barnes","24.7","6","5000","GS@SAC","GS","SAC","","","",""
"9702","PG","Tony","Parker","17.5","5","5000","CHA@SA","SA","CHA","","","",""
"19456","PG","Isaiah","Canaan","17","5","4900","ORL@PHI","PHI","ORL","","","",""
"23823","C","Willie","Cauley-Stein","20.1","6","4900","GS@SAC","SAC","GS","","","",""
"9448","SG","Jamal","Crawford","16.7","5","4800","HOU@LAC","LAC","HOU","","","",""
"19781","SG","Kent","Bazemore","23","7","4800","WAS@ATL","ATL","WAS","","","",""
"9655","SG","J.J.","Redick","18.9","5","4800","HOU@LAC","LAC","HOU","","","",""
"12459","C","Nikola","Pekovic","23.5","31","4800","MIN@CHI","MIN","CHI","O","Achilles","",""
"12443","PG","Jeremy","Lin","20.8","5","4800","CHA@SA","CHA","SA","","","",""
"9664","SF","Andre","Iguodala","21.1","6","4600","GS@SAC","GS","SAC","","","",""
"40201","PG","Dennis","Schroder","21","7","4600","WAS@ATL","ATL","WAS","","","",""
"9698","PF","Jason","Thompson","7.9","3","4600","GS@SAC","GS","SAC","","","",""
"9704","SG","Manu","Ginobili","21.7","5","4600","CHA@SA","SA","CHA","","","",""
"15771","C","Gorgui","Dieng","14.8","4","4500","MIN@CHI","MIN","CHI","","","",""
"16196","PF","Dwight","Powell","24.3","5","4500","NO@DAL","DAL","NO","","","",""
"9458","SG","Tony","Allen","16.3","6","4500","MEM@UTA","MEM","UTA","","","",""
"12511","PG","Ishmael","Smith","24.2","5","4500","NO@DAL","NO","DAL","","","",""
"55059","C","Clint","Capela","21.3","6","4500","HOU@LAC","HOU","LAC","","","",""
"9495","PG","Jose Juan","Barea","19.1","5","4400","NO@DAL","DAL","NO","","","",""
"15904","SG","Rodney","Hood","21.7","5","4400","MEM@UTA","UTA","MEM","","","",""
"15952","PF","John","Henson","22.1","2","4400","BKN@MIL","MIL","BKN","","","",""
"9481","PF","Taj","Gibson","14.8","6","4300","MIN@CHI","CHI","MIN","","","",""
"12344","PG","Greivis","Vasquez","18.9","6","4300","BKN@MIL","MIL","BKN","","","",""
"15559","SG","Jeremy","Lamb","23","4","4300","CHA@SA","CHA","SA","","","",""
"9731","C","Kosta","Koufos","21.4","6","4200","GS@SAC","SAC","GS","","","",""
"9758","SG","Danny","Green","16.4","5","4200","CHA@SA","SA","CHA","","","",""
"9449","PF","Josh","Smith","12.2","5","4200","HOU@LAC","LAC","HOU","","","",""
"9483","C","Joakim","Noah","15.3","6","4200","MIN@CHI","CHI","MIN","","","",""
"18393","PG","T.J.","McConnell","22.2","5","4200","ORL@PHI","PHI","ORL","","","",""
"9547","SF","Mike","Dunleavy","17.8","63","4200","MIN@CHI","CHI","MIN","O","Back","",""
"12350","PF","Trevor","Booker","14.1","4","4200","MEM@UTA","UTA","MEM","","","",""
"9648","SF","Jeff","Green","14","6","4200","MEM@UTA","MEM","UTA","","","",""
"12423","C","Omer","Asik","3.2","1","4200","NO@DAL","NO","DAL","O","Calf","",""
"23831","PF","Jerami","Grant","20.4","5","4100","ORL@PHI","PHI","ORL","","","",""
"15834","PG","Shane","Larkin","11.1","6","4100","BKN@MIL","BKN","MIL","","","",""
"9955","SG","Marcus","Thornton","25.7","4","4100","HOU@LAC","HOU","LAC","","","",""
"15730","PF","Thomas","Robinson","12.1","6","4100","BKN@MIL","BKN","MIL","","","",""
"41594","PF","Aaron","Gordon","18.3","6","4100","ORL@PHI","ORL","PHI","","","",""
"9534","PG","Aaron","Brooks","14.7","6","4100","MIN@CHI","CHI","MIN","","","",""
"9512","PF","Nene","Hilario","12.4","5","4100","WAS@ATL","WAS","ATL","","","",""
"9606","SF","Corey","Brewer","17.7","6","4100","HOU@LAC","HOU","LAC","GTD","Thigh","",""
"9613","SG","Devin","Harris","15.5","5","4100","NO@DAL","DAL","NO","","","",""
"9615","SG","Courtney","Lee","18.3","6","4100","MEM@UTA","MEM","UTA","","","",""
"9647","SF","Thabo","Sefolosha","17.3","4","4100","WAS@ATL","ATL","WAS","O","Rest","",""
"23717","SF","Shabazz","Muhammad","13","4","4100","MIN@CHI","MIN","CHI","","","",""
"15691","PF","Cody","Zeller","16.4","5","4000","CHA@SA","CHA","SA","","","",""
"9935","C","Brandan","Wright","16.1","6","4000","MEM@UTA","MEM","UTA","","","",""
"9940","PF","Dante","Cunningham","13.2","5","4000","NO@DAL","NO","DAL","","","",""
"12348","SF","Wesley","Johnson","8","5","4000","HOU@LAC","LAC","HOU","","","",""
"9629","PF","David","West","6.3","5","4000","CHA@SA","SA","CHA","","","",""
"9605","PG","Ramon","Sessions","16.2","5","4000","WAS@ATL","WAS","ATL","","","",""
"12421","C","Tiago","Splitter","14.8","7","4000","WAS@ATL","ATL","WAS","","","",""
"9751","PG","Toney","Douglas","17.3","3","3900","NO@DAL","NO","DAL","","","",""
"15846","SG","Tim","Hardaway Jr.","16.7","70","3900","WAS@ATL","ATL","WAS","","","",""
"9960","SF","Omri","Casspi","18.9","6","3900","GS@SAC","SAC","GS","","","",""
"9459","SF","Paul","Pierce","13","5","3900","HOU@LAC","LAC","HOU","","","",""
"9471","PF","Boris","Diaw","15.1","5","3900","CHA@SA","SA","CHA","","","",""
"9501","PF","Kris","Humphries","13.5","5","3900","WAS@ATL","WAS","ATL","","","",""
"12357","SF","Quincy","Pondexter","12.6","75","3900","NO@DAL","NO","DAL","O","Knee","",""
"14530","SF","Bojan","Bogdanovic","14","6","3900","BKN@MIL","BKN","MIL","","","",""
"23801","SG","Nik","Stauskas","20.7","4","3900","ORL@PHI","PHI","ORL","","","",""
"15954","PG","Kendall","Marshall","10.3","28","3900","ORL@PHI","PHI","ORL","O","Knee","",""
"9693","PG","Beno","Udrih","14.3","6","3900","MEM@UTA","MEM","UTA","","","",""
"9715","SG","Marco","Belinelli","16.6","6","3900","GS@SAC","SAC","GS","","","",""
"16331","C","Festus","Ezeli","23","6","3800","GS@SAC","GS","SAC","","","",""
"15631","SF","Hollis","Thompson","18.4","5","3800","ORL@PHI","PHI","ORL","","","",""
"9461","PF","Kevin","Garnett","10.9","4","3800","MIN@CHI","MIN","CHI","","","",""
"9574","SG","O.J.","Mayo","19","71","3800","BKN@MIL","MIL","BKN","O","Hamstring","",""
"15925","PG","Phil (Flip)","Pressey","4.2","2","3800","ORL@PHI","PHI","ORL","","","",""
"18256","SF","Doug","McDermott","13.4","6","3800","MIN@CHI","CHI","MIN","","","",""
"9671","PF","Marreese","Speights","14.6","6","3800","GS@SAC","GS","SAC","","","",""
"9739","C","JaVale","McGee","9.1","23","3700","NO@DAL","DAL","NO","O","Leg","",""
"16301","C","Dewayne","Dedmon","16.9","5","3700","ORL@PHI","ORL","PHI","","","",""
"16183","SF","Jakarr","Sampson","8.5","5","3700","ORL@PHI","PHI","ORL","","","",""
"15727","SG","Ben","McLemore","10.4","6","3700","GS@SAC","SAC","GS","","","",""
"9465","PG","Raymond","Felton","14.5","5","3700","NO@DAL","DAL","NO","","","",""
"15405","PF","JaMychal","Green","14.4","6","3700","MEM@UTA","MEM","UTA","","","",""
"42156","PF","Bobby","Portis","11.4","1","3700","MIN@CHI","CHI","MIN","","","",""
"9677","SF","Jared","Dudley","13","4","3700","WAS@ATL","WAS","ATL","","","",""
"9674","SG","Leandro","Barbosa","10.6","6","3700","GS@SAC","GS","SAC","","","",""
"9720","C","Andrea","Bargnani","8.1","6","3700","BKN@MIL","BKN","MIL","","","",""
"59318","SF","Joe","Ingles","11.9","5","3600","MEM@UTA","UTA","MEM","","","",""
"16335","SG","John","Jenkins","10.9","3","3600","NO@DAL","DAL","NO","","","",""
"16604","SG","Justin","Holiday","10","4","3600","WAS@ATL","ATL","WAS","","","",""
"9796","SF","Luc Richard","Mbah a Moute","0.5","3","3600","HOU@LAC","LAC","HOU","","","",""
"9956","SG","Wayne","Ellington","7.4","6","3600","BKN@MIL","BKN","MIL","","","",""
"9503","PF","Drew","Gooden","14.2","4","3600","WAS@ATL","WAS","ATL","","","",""
"12354","C","Cole","Aldrich","0.5","2","3600","HOU@LAC","LAC","HOU","","","",""
"12364","SG","James","Anderson","7.2","5","3600","GS@SAC","SAC","GS","","","",""
"9525","PG","C.J.","Watson","13.9","6","3600","ORL@PHI","ORL","PHI","","","",""
"12368","SF","Nemanja","Bjelica","17.7","4","3600","MIN@CHI","MIN","CHI","","","",""
"12349","SF","Luke","Babbitt","17","3","3600","NO@DAL","NO","DAL","","","",""
"9657","SF","Matt","Barnes","15.2","6","3600","MEM@UTA","MEM","UTA","","","",""
"9643","PG","Shaun","Livingston","10","6","3600","GS@SAC","GS","SAC","","","",""
"9669","PF","Jason","Smith","8.5","5","3600","ORL@PHI","ORL","PHI","","","",""
"12474","PG","Patrick","Beverley","12.3","5","3600","HOU@LAC","HOU","LAC","O","Concussion","",""
"9678","PF","Channing","Frye","6.3","2","3600","ORL@PHI","ORL","PHI","","","",""
"15782","PG","Russ","Smith","3.9","4","3500","MEM@UTA","MEM","UTA","","","",""
"15792","C","Johnny","O'Bryant","11.2","6","3500","BKN@MIL","MIL","BKN","","","",""
"63123","SF","Mario","Hezonja","5","6","3500","ORL@PHI","ORL","PHI","","","",""
"9736","SF","Caron","Butler","5.8","4","3500","GS@SAC","SAC","GS","","","",""
"64017","C","Salah","Mejri","2.9","3","3500","NO@DAL","DAL","NO","","","",""
"15858","PF","Branden","Dawson","0","0","3500","HOU@LAC","LAC","HOU","","","",""
"15864","PF","Adreian","Payne","8.9","2","3500","MIN@CHI","MIN","CHI","","","",""
"9804","C","Alexis","Ajinca","10.9","5","3500","NO@DAL","NO","DAL","","","",""
"55376","SF","Damjan","Rudez","1.1","2","3500","MIN@CHI","MIN","CHI","","","",""
"16368","SF","Mike","Scott","7.4","7","3500","WAS@ATL","ATL","WAS","","","",""
"9810","PG","Jerryd","Bayless","16.5","6","3500","BKN@MIL","MIL","BKN","","","",""
"23447","PF","Richaun","Holmes","6.9","5","3500","ORL@PHI","PHI","ORL","","","",""
"16411","SG","C.J.","Wilcox","2.8","21","3500","HOU@LAC","LAC","HOU","","","",""
"17517","SG","Tony","Snell","12.2","6","3500","MIN@CHI","CHI","MIN","","","",""
"58661","SG","Rashad","Vaughn","5.3","3","3500","BKN@MIL","MIL","BKN","","","",""
"17520","PF","Cameron","Bairstow","3.2","1","3500","MIN@CHI","CHI","MIN","","","",""
"16925","PF","Jarnell","Stokes","2.4","1","3500","MEM@UTA","MEM","UTA","","","",""
"16443","PF","Duje","Dukan","0","0","3500","GS@SAC","SAC","GS","","","",""
"16448","PF","Frank","Kaminsky","6.1","5","3500","CHA@SA","CHA","SA","","","",""
"9952","C","DeJuan","Blair","0.3","2","3500","WAS@ATL","WAS","ATL","","","",""
"58153","SF","Kelly","Oubre","5.7","2","3500","WAS@ATL","WAS","ATL","","","",""
"15736","C","Jeff","Withey","0","1","3500","MEM@UTA","UTA","MEM","","","",""
"9939","PG","Patrick","Mills","12.3","5","3500","CHA@SA","SA","CHA","","","",""
"9463","C","Kendrick","Perkins","9.5","3","3500","NO@DAL","NO","DAL","O","Pectoral","",""
"20805","SG","Troy","Daniels","2.8","2","3500","CHA@SA","CHA","SA","","","",""
"17462","SG","Chris","Johnson","3.3","4","3500","MEM@UTA","UTA","MEM","","","",""
"15699","SG","Roy Devyn","Marble","7","16","3500","ORL@PHI","ORL","PHI","","","",""
"9496","PG","Jason","Terry","5.1","4","3500","HOU@LAC","HOU","LAC","","","",""
"12391","PF","Jeremy","Evans","6.3","4","3500","NO@DAL","DAL","NO","","","",""
"58081","PG","Tyus","Jones","0","0","3500","MIN@CHI","MIN","CHI","","","",""
"16026","SG","Markel","Brown","8.1","5","3500","BKN@MIL","BKN","MIL","","","",""
"15532","SF","K.J.","McDaniels","1.7","3","3500","HOU@LAC","HOU","LAC","","","",""
"9478","SG","Kirk","Hinrich","1.5","1","3500","MIN@CHI","CHI","MIN","O","Toe","",""
"14554","PG","E'Twaun","Moore","8.8","6","3500","MIN@CHI","CHI","MIN","","","",""
"12353","C","Tibor","Pleiss","1.6","2","3500","MEM@UTA","UTA","MEM","","","",""
"16063","PF","Eric","Moreland","2.5","3","3500","GS@SAC","SAC","GS","","","",""
"9520","PF","Charlie","Villanueva","11","5","3500","NO@DAL","DAL","NO","","","",""
"9518","SF","Tayshaun","Prince","6.9","4","3500","MIN@CHI","MIN","CHI","","","",""
"17894","PF","Mike","Muscala","0.1","2","3500","WAS@ATL","ATL","WAS","","","",""
"12369","SG","Lance","Stephenson","13","5","3500","HOU@LAC","LAC","HOU","","","",""
"63826","C","Boban","Marjanovic","6.3","2","3500","CHA@SA","SA","CHA","","","",""
"14533","PG","Shelvin","Mack","0.4","1","3500","WAS@ATL","ATL","WAS","","","",""
"18352","PG","Ray","McCallum","2.5","2","3500","CHA@SA","SA","CHA","","","",""
"14527","PG","Norris","Cole","15.9","75","3500","NO@DAL","NO","DAL","O","Ankle","",""
"21665","SG","Alan","Anderson","13.2","74","3500","WAS@ATL","WAS","ATL","O","Ankle","",""
"9559","SF","Rasual","Butler","7.2","4","3500","CHA@SA","SA","CHA","","","",""
"16089","SG","Lamar","Patterson","5.7","7","3500","WAS@ATL","ATL","WAS","","","",""
"9549","SG","Brandon","Rush","5.6","5","3500","GS@SAC","GS","SAC","","","",""
"9551","PF","Tyler","Hansbrough","4.3","2","3500","CHA@SA","CHA","SA","","","",""
"15591","C","Miles","Plumlee","7.3","6","3500","BKN@MIL","MIL","BKN","","","",""
"9540","C","Chuck","Hayes","6.8","2","3500","HOU@LAC","HOU","LAC","GTD","Foot","",""
"12828","SF","Elijah","Millsap","1.5","5","3500","MEM@UTA","UTA","MEM","","","",""
"15592","PG","Austin","Rivers","9.9","5","3500","HOU@LAC","LAC","HOU","","","",""
"12832","PG","Donald","Sloan","3.7","2","3500","BKN@MIL","BKN","MIL","","","",""
"15583","SG","Seth","Curry","6.8","4","3500","GS@SAC","SAC","GS","","","",""
"63478","C","Cristiano","Felicio","0","0","3500","MIN@CHI","CHI","MIN","","","",""
"15560","PG","Shabazz","Napier","6.2","5","3500","ORL@PHI","ORL","PHI","","","",""
"11104","SF","Alonzo","Gee","7.1","5","3500","NO@DAL","NO","DAL","","","",""
"42664","PG","Aaron","Harrison","0","0","3500","CHA@SA","CHA","SA","","","",""
"17747","SG","Ian","Clark","7.5","4","3500","GS@SAC","GS","SAC","","","",""
"18821","SG","Jonathon","Simmons","0","0","3500","CHA@SA","SA","CHA","","","",""
"23776","PF","Montrezl","Harrell","9.2","6","3500","HOU@LAC","HOU","LAC","","","",""
"11074","PG","Garrett","Temple","2.2","3","3500","WAS@ATL","WAS","ATL","","","",""
"9654","SF","Vince","Carter","5.2","1","3500","MEM@UTA","MEM","UTA","","","",""
"42148","SF","Rondae","Hollis-Jefferson","12.3","6","3500","BKN@MIL","BKN","MIL","","","",""
"23220","SF","Chris","Copeland","7.4","6","3500","BKN@MIL","MIL","BKN","","","",""
"23744","SF","Justin","Anderson","5.5","4","3500","NO@DAL","DAL","NO","","","",""
"40819","PF","Jarell","Martin","0","0","3500","MEM@UTA","MEM","UTA","O","Foot","",""
"23757","PG","Brian","Roberts","3.6","3","3500","CHA@SA","CHA","SA","","","",""
"9685","SF","Martell","Webster","5.6","32","3500","WAS@ATL","WAS","ATL","O","Hip","",""
"55063","C","Walter","Tavares","2.2","1","3500","WAS@ATL","ATL","WAS","","","",""
"9682","PG","Andre","Miller","3.5","1","3500","MIN@CHI","MIN","CHI","","","",""
"55061","SF","Damien","Inglis","4.8","3","3500","BKN@MIL","MIL","BKN","","","",""
"15955","PF","James Michael","McAdoo","5.8","6","3500","GS@SAC","GS","SAC","","","",""
"15469","PF","Quincy","Acy","2.7","1","3500","GS@SAC","SAC","GS","","","",""
"23716","SF","Kyle","Anderson","4.3","5","3500","CHA@SA","SA","CHA","","","",""
"42202","PF","Christian","Wood","3","4","3500","ORL@PHI","PHI","ORL","","","",""
"15951","SF","P.J.","Hairston","9.8","5","3500","CHA@SA","CHA","SA","","","",""
"23715","SG","Jordan","Adams","9","2","3500","MEM@UTA","MEM","UTA","","","",""
"58461","PF","Trey","Lyles","4.2","5","3500","MEM@UTA","UTA","MEM","","","",""
"23234","PG","Pablo","Prigioni","1.7","1","3500","HOU@LAC","LAC","HOU","","","",""
"40202","SF","Sergey","Karasev","0.5","2","3500","BKN@MIL","BKN","MIL","","","",""
"42689","PG","Tyler","Ennis","8.6","2","3500","BKN@MIL","MIL","BKN","","","",""
"23282","SF","Sam","Dekker","1.1","3","3500","HOU@LAC","HOU","LAC","","","",""
"40208","PG","Raul","Neto","10.1","5","3500","MEM@UTA","UTA","MEM","","","",""
"9700","C","Spencer","Hawes","14.4","5","3500","CHA@SA","CHA","SA","","","",""
"17218","PF","Andrew","Nicholson","0.2","1","3500","ORL@PHI","ORL","PHI","","","",""
"12445","SG","Gary","Neal","8.5","5","3500","WAS@ATL","WAS","ATL","","","",""
"9709","C","Matt","Bonner","7","72","3500","CHA@SA","SA","CHA","","","",""
